smiles,tc,dc
CCOCCC(=O)OCC,6.358e+02,2.948e-01
CCCCC(C(=O)C)(C)C,6.416e+02,2.567e-01
CCCC(=O)CC(C)(C)C,6.385e+02,2.525e-01
CCOc1ccccc1C,6.755e+02,2.924e-01
C=Cc1ccccc1CC,6.729e+02,2.798e-01
CCCCOC(=O)C(C)C,6.201e+02,2.700e-01
COC(=O)CCCC(C)C,6.277e+02,2.784e-01
CC(=C)CCCC(C)(C)C,6.125e+02,2.411e-01
CCC(=CC)C(=CC)CC,6.391e+02,2.466e-01
CC=CC=CCC(=O)OC,6.650e+02,2.846e-01
CC(Oc1ccccc1)C,6.567e+02,2.927e-01
CCC(=CC(CC)(C)C)C,6.119e+02,2.454e-01
CCC(C(C(O)(C)C)C)C,6.535e+02,2.569e-01
OCCC(CC(C)(C)C)C,6.753e+02,2.543e-01
CCC1CCCC(=C1)CC,6.427e+02,2.618e-01
CCCCC(CO)(CC)C,6.583e+02,2.533e-01
CCC(C(=O)C(C)C)(C)C,6.387e+02,2.607e-01
CCCC/C=C/C(O)(C)C,6.562e+02,2.553e-01
CCC(C(=O)C(C)(C)C)C,6.309e+02,2.615e-01
CCCC(C(C)C)(CC)O,6.404e+02,2.546e-01
CCC=C(C=CC(C)C)C,6.374e+02,2.385e-01
CC=CC(C(C=CC)C)C,6.071e+02,2.377e-01
CCCOCCOCCC,5.916e+02,2.616e-01
CCCCOCCCOC,6.166e+02,2.682e-01
CCC=C(CCC(=C)C)C,6.337e+02,2.419e-01
CC=C(CCC=C(C)C)C,6.361e+02,2.437e-01
NC(CC(C)C)CC(C)C,6.365e+02,2.446e-01
CCOC(=O)C(C(C)C)C,6.195e+02,2.707e-01
CC(CC(OC(=O)C)C)C,6.115e+02,2.757e-01
CCc1c(C)cccc1C,6.881e+02,2.796e-01
CCC(C(=O)C(C)C)CC,6.382e+02,2.585e-01
CC(=C(CC(C)(C)C)C)C,6.499e+02,2.439e-01
CC(=CC(C(C)C)(C)C)C,6.212e+02,2.524e-01
CCC(C(C(=C)C)C)(C)C,6.301e+02,2.549e-01
CC(=C)C(CC(C)(C)C)C,6.123e+02,2.417e-01
CC=C(C(C(C)(C)C)C)C,6.238e+02,2.453e-01
COCCN1CCOCC1,6.860e+02,3.043e-01
CC(=CC(C(C)(C)C)C)C,6.150e+02,2.434e-01
CCCCN(CCCC)C,6.276e+02,2.397e-01
CC1CC(C)CCC(=O)C1,7.022e+02,2.870e-01
CCCCOCC(C)(C)C,5.872e+02,2.456e-01
C=CC(CC=C(C)C)(C)C,6.115e+02,2.461e-01
CC1CC(C)C(C(C1)C)C,6.430e+02,2.602e-01
CC1CC2C(C1)CC(C2)C,6.444e+02,2.708e-01
CC1CC(C)CC(C1)(C)O,6.724e+02,2.755e-01
CC(C1(O)CCCCC1)C,6.737e+02,2.837e-01
CNCCc1ccccc1,7.068e+02,2.879e-01
CC1(C)CCC(CC1)(C)C,6.235e+02,2.621e-01
Cc1ccc(cc1)C(C)C,6.636e+02,2.723e-01
OCC(OCC(OC)C)C,6.606e+02,2.874e-01
COCCCOCC(O)C,6.749e+02,2.882e-01
CCC1CC(C)CC(C1)C,6.437e+02,2.489e-01
CCC(C(CO)(C)C)CC,6.620e+02,2.619e-01
CCC1(O)CCCC(C1)C,6.652e+02,2.805e-01
CCC(C(C)(C)C)C(O)C,6.463e+02,2.657e-01
CCCC1=CC(CCC1)C,6.522e+02,2.584e-01
CC12CCCC(C2)(CC1)C,6.254e+02,2.780e-01
COC(=O)CC=CC(=C)C,6.690e+02,2.863e-01
CC12CCC(CC1)(CC2)C,6.212e+02,2.798e-01
COC(=O)C=CCC(=C)C,6.703e+02,2.860e-01
OC(CN(C)C)CN(C)C,6.777e+02,2.697e-01
CC1CC(CC1(C)C)(C)C,5.975e+02,2.598e-01
CCC(C(=C)C)(C(C)C)C,6.374e+02,2.521e-01
CCC1CCC(=O)CC1C,6.904e+02,2.902e-01
C1CCC2C(=CCC=C2)C1,7.187e+02,2.945e-01
CCC(OC(CC)(C)C)C,5.858e+02,2.525e-01
CCOCCOC(C)(C)C,5.761e+02,2.680e-01
C=CC1(C)CCC=C(C1)C,6.401e+02,2.732e-01
CC(=C)CCC(=C)C(C)C,6.354e+02,2.449e-01
CC/C(=C/C=C/C(=C)C)/C,6.580e+02,2.500e-01
CC1=CC(=CC(C1)(C)C)C,6.519e+02,2.689e-01
CC(C(=C(C)C)C(C)C)C,6.420e+02,2.475e-01
CC(C1CCC(=C)CC1)C,6.621e+02,2.587e-01
CC(C1CCCC1(C)C)C,6.389e+02,2.566e-01
C=C1CCCC(C1C)(C)C,6.420e+02,2.738e-01
CC1CCCC(=C1)C(=C)C,6.719e+02,2.613e-01
C=CC=CC1=CCCCC1,6.899e+02,2.720e-01
CC1CCC(C(=C)C1=C)C,6.816e+02,2.614e-01
C=C1CCC(CC1)C(=C)C,6.759e+02,2.665e-01
CC(=C1CCC(=C)CC1)C,6.949e+02,2.656e-01
CCCCCCCCC=CC,6.395e+02,2.313e-01
CCCCCCC(CCC)C,6.283e+02,2.329e-01
CCCCCCOCCCC,6.250e+02,2.410e-01
CCCCCC(=CCCC)C,6.515e+02,2.285e-01
CCCCC(CCC)(CC)O,6.491e+02,2.519e-01
CCCCCCCCC(=C)C,6.529e+02,2.305e-01
CCCCCCC(CC)(C)C,6.289e+02,2.370e-01
CCCCCCC(C(O)C)C,6.694e+02,2.454e-01
CCCC(CCC)(CC)CC,6.445e+02,2.398e-01
CCCCCCC(=O)C(C)C,6.685e+02,2.466e-01
CCCCC(OC(=O)C)CC,6.250e+02,2.722e-01
CCCC(OC(=O)C)CCC,6.285e+02,2.733e-01
CC(CCC(CC(C)C)C)C,6.324e+02,2.337e-01
CCC(CCCOC(=O)C)C,6.497e+02,2.749e-01
CCCC(COC(=O)C)CC,6.430e+02,2.715e-01
CCOC(OCC)(OCC)C,5.708e+02,2.817e-01
CCCCC(C(CC)C)(O)C,6.606e+02,2.540e-01
CCC(CCCC(O)(C)C)C,6.547e+02,2.513e-01
CCCCC=CC(=CCC)C,6.634e+02,2.365e-01
CCC(Cc1ccccc1)C,6.775e+02,2.687e-01
CCCC(CCC(C)C)(O)C,6.520e+02,2.501e-01
CCOC(c1ccccc1)C,6.612e+02,2.850e-01
CCCC(C(=O)OCC)CC,6.251e+02,2.723e-01
CCCOC(=O)C(CC)CC,6.323e+02,2.703e-01
CCCc1ccc(cc1)CC,6.870e+02,2.661e-01
CCC(=CC)c1ccccc1,6.759e+02,2.747e-01
CCCCC(COC)CCC,6.365e+02,2.485e-01
CCOCCCCCCOC,6.400e+02,2.605e-01
CCCC(CC(CC)C)C=O,6.609e+02,2.551e-01
COC(=O)CC1CCCCC1,6.889e+02,2.961e-01
CCOCOCOCOCC,5.933e+02,2.995e-01
CCCC(C1CCCCC1)C,6.643e+02,2.573e-01
CCCOC(=O)C(CCC)C,6.373e+02,2.685e-01
CCCOCCOCCCC,6.149e+02,2.596e-01
CCCCCOCCC(C)C,6.209e+02,2.461e-01
CCCCCOC(=O)C(O)C,7.156e+02,2.862e-01
CCCC(C(C)C)(CCC)O,6.515e+02,2.605e-01
CCC(C(CC(C)C)(O)C)C,6.649e+02,2.527e-01
CCC(CC(CC)(C)C)(C)C,6.455e+02,2.413e-01
CC(CCC=C(C(=O)C)C)C,6.864e+02,2.566e-01
CCCCC=C(C=C(C)C)C,6.630e+02,2.433e-01
CC(C(CCC(O)(C)C)C)C,6.588e+02,2.554e-01
CCC(C=CC=C)(CC)CC,6.377e+02,2.490e-01
CCC(CC(CC)(CC)C)C,6.422e+02,2.381e-01
CCCC(OC(CCC)C)C,6.051e+02,2.467e-01
CCCCC(C(C)C)(CC)O,6.565e+02,2.547e-01
CCC(c1ccccc1)(C)C,6.792e+02,2.728e-01
CCC(CC(C(C)C)O)CC,6.528e+02,2.517e-01
CCc1ccc(c(c1)C)CC,6.948e+02,2.674e-01
CC(Cc1ccccc1)(C)C,6.695e+02,2.680e-01
CCCC(C(C)C)CC(=O)C,6.709e+02,2.591e-01
CCCC(=C)C1CCCCC1,6.761e+02,2.567e-01
Cc1cccc(c1)C(C)(C)C,6.698e+02,2.688e-01
CCCc1ccc(cc1C)C,6.981e+02,2.670e-01
CCCc1cc(C)ccc1C,7.009e+02,2.634e-01
CCC(C(C(C)C)(C)C)(O)C,6.904e+02,2.596e-01
CC(C(CC(C)(C)C)(O)C)C,6.606e+02,2.569e-01
CCC(C(C(O)(C)C)C)(C)C,6.891e+02,2.621e-01
CC(=C1CCCCCCC1)C,7.251e+02,2.703e-01
CCOC(=O)C(N(C)C)(C)C,6.431e+02,2.837e-01
CCc1ccccc1C(C)C,6.831e+02,2.726e-01
CC(C(=O)C(C(C)C)(C)C)C,6.708e+02,2.576e-01
CCCCC1=CCCC(C1)C,6.731e+02,2.565e-01
CC(=CC(C(C)(C)C)(C)C)C,6.520e+02,2.489e-01
CCc1ccc(cc1)C(C)C,6.818e+02,2.678e-01
CC(C(=C)c1ccccc1)C,6.785e+02,2.709e-01
C=CC(c1ccccc1)(C)C,6.784e+02,2.737e-01
CC(CCC1=CCCCC1)C,6.812e+02,2.563e-01
CCOC(CC(C)(C)C)(C)C,6.137e+02,2.527e-01
CC(COC(=O)CC(C)C)C,6.314e+02,2.744e-01
COc1c(C)cc(cc1C)C,7.279e+02,2.916e-01
CCC(C(C)C)(CC(=C)C)C,6.725e+02,2.452e-01
CCOCCOCCOCC,6.142e+02,2.776e-01
CC1CCC(CC1)C(O)(C)C,6.913e+02,2.820e-01
CC(=O)CC(OC(=O)C)(C)C,6.687e+02,3.031e-01
CCCCC(CN(C)C)CC,6.450e+02,2.413e-01
CCOCCOC(=O)C(=C)C,6.414e+02,2.943e-01
CC(c1ccc(c(c1)C)C)C,6.935e+02,2.687e-01
CCC(OC(=O)C(C)C)(C)C,6.130e+02,2.687e-01
CCC1CCCCC1C(=C)C,6.978e+02,2.573e-01
CCNC(CC(C)(C)C)(C)C,6.383e+02,2.499e-01
CCC1=C(C)CCCC1(C)C,6.835e+02,2.651e-01
CC1=CCC2=C(C1)CC=CC2,7.363e+02,2.908e-01
CCC1=CC(C(C=C1)C)CC,6.725e+02,2.651e-01
CCOCC(OCC(O)C)C,6.599e+02,2.720e-01
C=CCCC1=C(C)CCCC1,6.912e+02,2.624e-01
CC1CCC(=C(C1)C)C(C)C,6.840e+02,2.617e-01
CC(C1CC(C(C1)(C)C)C)C,6.427e+02,2.553e-01
C=CC1=CC(CC(=C1)C)(C)C,6.875e+02,2.701e-01
CC1C=CCC(C1)(C)C(=C)C,6.798e+02,2.659e-01
CCCCCC(COC(=O)C)C,6.662e+02,2.639e-01
CCCCCCCCC(C)(C)C,6.524e+02,2.288e-01
CCCCCC(=CCCCC)C,6.613e+02,2.354e-01
CCCCOC(C(=O)CCC)C,6.508e+02,2.688e-01
CCCCC(OC(=O)CCC)C,6.414e+02,2.646e-01
CCCC(CC(CC(C)C)C)C,6.447e+02,2.373e-01
CCCCCCC(=CC(C)C)C,6.628e+02,2.318e-01
CCCCC(C(=O)OCC)CC,6.405e+02,2.712e-01
CCC(CC(CC(=O)CC)C)C,6.828e+02,2.529e-01
CCCC(C(=O)OCC)CCC,6.493e+02,2.617e-01
CCCCOC(OCCCC)C,6.183e+02,2.542e-01
CCCCOC(C(=O)OCC)C,6.315e+02,2.804e-01
CC(CCCCC(C)(C)C)(C)C,6.443e+02,2.326e-01
CC(C(OC(=O)C)C)OC(=O)C,6.190e+02,3.203e-01
CCC(CCCC(C)(C)C)(C)C,6.424e+02,2.351e-01
CCCC(CC(CC)C)(CC)C,6.484e+02,2.455e-01
CCc1cccc(c1)C(C)(C)C,6.787e+02,2.665e-01
CCCC(CC(C)C)(CCC)O,6.754e+02,2.494e-01
CC(CCC(C=C(C)C)(C)C)C,6.504e+02,2.408e-01
CC(C(C)C)CC(C(C)(C)C)C,6.543e+02,2.396e-01
CCC(=O)OC1CCC(CC1)C,6.789e+02,2.896e-01
CC(C=C(CCC=C(C)C)C)C,6.599e+02,2.452e-01
CC(CCOC(=O)CC(C)C)C,6.623e+02,2.667e-01
CCCCC(=C)CC(CC=C)C,6.634e+02,2.402e-01
CCC(=C(C)C)c1ccccc1,7.080e+02,2.721e-01
CCC(C(C(C)(C)C)(C)C)(O)C,7.147e+02,2.643e-01
CC(C(C)(C)C)c1ccccc1,6.968e+02,2.679e-01
CC(OCCCCOC(C)C)C,6.184e+02,2.542e-01
CCC1COC(OC1)C(C)(C)C,6.514e+02,2.791e-01
Cc1cc(C)cc(c1)C(C)(C)C,6.905e+02,2.653e-01
CC(=C(C)C)CCC(=C(C)C)C,7.136e+02,2.421e-01
CCC(C(C)(C)C)COC(=O)C,6.619e+02,2.734e-01
CC(C(CC(C)C)CC(C)C)C,6.390e+02,2.376e-01
CC(CC(=C)C(=C)CC(C)C)C,6.837e+02,2.446e-01
CC(CC(C(C)(C)C)C(C)C)C,6.624e+02,2.408e-01
CCC=CCCOC(=O)C(C)C,6.576e+02,2.656e-01
CCCC(OC(=O)C(C)C)(C)C,6.294e+02,2.678e-01
CC(CC(C(C)C)(C(C)C)O)C,6.839e+02,2.566e-01
CCCC1=C(C)CCCC1(C)C,7.059e+02,2.623e-01
CC(C(C)(C)C)C(=C)C(C)(C)C,6.828e+02,2.551e-01
CC(COCCOCC(C)C)C,6.254e+02,2.518e-01
CC1=C(C)CC(CC1)(C)C(C)C,7.098e+02,2.595e-01
CC(OCC(C)C)OCC(C)C,6.106e+02,2.515e-01
CCCCCCC(OCCCC)C,6.524e+02,2.394e-01
CCCCC=CCC=CCCCC,6.821e+02,2.292e-01
CCCCCCC(OC(=O)C)CC,6.632e+02,2.617e-01
CCCCC(OC(=O)C)CCCC,6.611e+02,2.639e-01
CCC(OCCCC)OCCCC,6.331e+02,2.560e-01
CCC(C=CC(CC(CC)C)C)C,6.605e+02,2.354e-01
CC(CCCC(OC(=O)C)(C)C)C,6.510e+02,2.657e-01
CCC(OC(=O)CC(C)(C)C)(C)C,6.508e+02,2.621e-01
CCCC(OC(=O)C(C)(C)C)(C)C,6.377e+02,2.632e-01
CC(CCOCCOCCC(C)C)C,6.736e+02,2.480e-01
CCC1CC1c1ccccc1,6.879e+02,2.827e-01
CC1=CCC(CC1)C1(C)CC1,7.036e+02,2.703e-01
C1CC(C1)c1ccccc1,7.060e+02,2.904e-01
Cc1ccccc1C1CC1,7.048e+02,2.908e-01
CC1CC(C1)CC1CC(C1)C,6.229e+02,2.555e-01
CCCCCCC1CC1(C)C,6.270e+02,2.393e-01
CC1(CC1)c1ccccc1,6.583e+02,2.909e-01
CCCCC(=O)C1CC1,6.659e+02,2.699e-01
CCCC(C1CC1(C)C)(C)C,6.274e+02,2.426e-01
CC1(CC1)COCC1(C)CC1,6.272e+02,2.698e-01
C=CC=C(C1CC1)C1CC1,6.795e+02,2.691e-01
CCCC(C1CC1)(O)C,6.431e+02,2.714e-01
CC(=C)CC1CC1(C)C,5.902e+02,2.487e-01
C1CCC(CC1)C1CC1,6.497e+02,2.695e-01
CC(C1CCC1C(C)C)C,6.151e+02,2.499e-01
CCC1C(C)C(C1CC)C,5.560e+02,2.504e-01
CC(CCCC1(C)CC1)C,6.137e+02,2.466e-01
CCC1CC(C1(C)C)CC,5.848e+02,2.487e-01
CCCC1CC1(C)CCC,6.012e+02,2.474e-01
CC(C1CCC1)(O)C,6.330e+02,2.800e-01
CCCC=C(C1CC1)C,6.172e+02,2.531e-01
CCCC(=O)C1CC1,6.466e+02,2.753e-01
CCCCC(=C)C1CC1,6.162e+02,2.524e-01
CC(CC1CC1C(C)C)C,6.190e+02,2.393e-01
CCC(C1CC1(C)C)(C)C,6.086e+02,2.507e-01
CC(C1CC(C1C)(C)C)C,6.077e+02,2.515e-01
CCCCC(C1CC1)C,6.070e+02,2.436e-01
CCC(C1CC1)(O)C,6.160e+02,2.803e-01
CCCCC1(CC)CC1,5.922e+02,2.491e-01
CC(C1CC1(C)C)C,5.403e+02,2.493e-01
CC(=O)OCC1CC1,5.952e+02,3.102e-01
CCC(=CC)C1CC1,6.004e+02,2.588e-01
COC(=O)C1C(C1C)C,5.968e+02,2.961e-01
CC(=O)C1CCC1,6.450e+02,2.878e-01
CCC=C(C1CC1)C,5.983e+02,2.537e-01
CCCCCC1CC1,5.845e+02,2.455e-01
CCC(C1(C)CC1)(C)C,6.063e+02,2.575e-01
CCCCC1CCC1,5.918e+02,2.507e-01
CC(C1CC1)(O)C,5.993e+02,2.853e-01
CCCC(=C)C1CC1,5.899e+02,2.560e-01
CCC(C1CCC1)C,5.925e+02,2.537e-01
CCCCC1CC1C,5.684e+02,2.460e-01
CCCC(C1CC1)C,5.830e+02,2.453e-01
CCCC1CC1CC,5.663e+02,2.456e-01
CC(C(=C)C1CC1)C,5.908e+02,2.517e-01
CC(C1CC1)C(C)C,5.892e+02,2.501e-01
CC(CC1CC1(C)C)C,5.758e+02,2.431e-01
O=CC1CCC1,6.090e+02,2.947e-01
CC(=CC1CC1(C)C)C,5.917e+02,2.460e-01
C=C(C1CC1)C1CC1,6.246e+02,2.692e-01
CCC1(CC)CC1C,5.520e+02,2.581e-01
CC=C(C1CC1)C,5.792e+02,2.540e-01
CCCC1CC1(C)C,5.435e+02,2.500e-01
CC(=C)C1CCC1,5.790e+02,2.582e-01
C1CC(C1)C1CC1,5.872e+02,2.693e-01
CC(CC1CC1C)C,5.608e+02,2.512e-01
CCCC1CC1C,5.369e+02,2.485e-01
CCCC1CCC1,5.573e+02,2.537e-01
CCCCC1CC1,5.499e+02,2.515e-01
CCC(=C)C1CC1,5.649e+02,2.562e-01
CC1(CC1)C1CC1,6.023e+02,2.748e-01
CC(C1CCC1)C,5.597e+02,2.499e-01
CCC(C1CC1)C,5.502e+02,2.518e-01
CCC1(C)CC1(C)C,5.377e+02,2.533e-01
CC(C1CC1C)C,5.342e+02,2.521e-01
CCC1CC1(C)C,5.141e+02,2.489e-01
C1CC1C1CC1,5.787e+02,2.883e-01
