smiles,T,P,Solubility
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",298.1,19.99,0.455
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",323.05,2.3,0.201
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",333.07,3.55,0.201
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",343.18,6.52,0.201
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",353.1,9.71,0.201
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",313.09,4.98,0.251
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",322.96,8.3,0.251
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",333.3,12.75,0.251
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",343.05,16.95,0.251
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",353.2,22.35,0.251
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",313.04,13.98,0.3
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",323.22,19.23,0.3
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",333.33,25.15,0.3
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",343.1,32.05,0.3
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",352.98,39.8,0.3
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",313.04,25.89,0.351
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",322.83,33.6,0.351
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",333.42,42.88,0.351
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",343.22,52.65,0.351
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",353.22,64.3,0.351
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",313.07,40.9,0.402
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",323.57,52.72,0.402
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",333.35,65.8,0.402
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",343.16,80.6,0.402
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",353.24,98.5,0.402
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",313.09,57.3,0.45
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",323.0,73.94,0.45
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",333.27,95.64,0.45
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",343.06,121.88,0.45
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",353.18,152.81,0.45
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",322.98,134.78,0.5
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",333.06,180.51,0.5
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",343.1,229.85,0.5
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",353.13,280.55,0.5
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",313.31,279.65,0.55
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",323.4,348.65,0.55
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",333.37,418.07,0.55
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",343.25,481.07,0.55
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",353.05,539.04,0.55
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",313.1,673.71,0.599
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""C(C)(=O)[O-]"", 0.5]",323.09,755.26,0.599
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",303.72,0.18,0.003
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",303.72,0.37,0.0058
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",303.72,0.39,0.0065
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",303.72,0.73,0.0133
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",303.72,0.77,0.0127
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.89,0.18,0.0027
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.89,0.39,0.0054
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.89,0.41,0.0059
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.89,0.76,0.0122
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",324.12,0.19,0.0026
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",324.12,0.4,0.0051
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",324.12,0.42,0.0056
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",324.12,0.78,0.011
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",334.38,0.2,0.0024
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",334.38,0.41,0.0049
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",334.38,0.44,0.0054
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",334.38,0.82,0.0098
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",344.49,0.2,0.0024
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",344.49,0.43,0.0047
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",344.49,0.45,0.0051
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",344.49,0.84,0.0097
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.2,12.09,0.1928
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.3,12.74,0.137
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",333.3,14.22,0.0928
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.2,22.25,0.3188
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.3,22.05,0.2226
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",333.3,24.56,0.1456
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.2,31.83,0.4112
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.3,31.44,0.2863
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",333.3,35.01,0.2045
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.2,42.1,0.4902
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.3,41.7,0.3489
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.2,51.21,0.5138
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",333.3,48.6,0.266
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.3,52.78,0.4004
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.3,63.17,0.4475
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",333.3,60.96,0.3173
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.3,74.24,0.4826
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.3,84.02,0.5289
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",333.3,72.32,0.3765
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",333.3,85.0,0.4483
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,0.0,0.0
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,0.01,-0.0001
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,0.05,0.0006
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,0.1,0.0017
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,0.5,0.0089
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,1.0,0.0197
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,2.5,0.0506
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,4.0,0.0831
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,5.5,0.115
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,7.0,0.144
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,8.5,0.171
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,10.0,0.196
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,11.0,0.213
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,12.0,0.228
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,13.0,0.243
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,13.0,0.243
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,11.0,0.22
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,9.0,0.19
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,6.0,0.14
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.15,5.0,0.117
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,0.0,0.0
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,0.02,0.0005
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,0.05,0.0004
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,0.1,0.0012
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,0.5,0.0077
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,1.0,0.0161
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,2.5,0.0405
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,4.0,0.0649
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,5.5,0.0877
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,7.0,0.11
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,8.5,0.13
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,10.0,0.149
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,11.0,0.161
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,12.0,0.173
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,13.0,0.185
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,13.0,0.185
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,11.0,0.164
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,9.0,0.139
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,0.0,0.0
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,0.01,-0.0003
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,0.05,0.0002
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,0.1,0.001
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,0.5,0.0057
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,1.0,0.0134
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,2.5,0.035
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,4.0,0.0588
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,5.5,0.0818
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,7.0,0.104
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,8.5,0.125
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,10.0,0.145
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,11.0,0.158
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,12.0,0.17
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,13.0,0.182
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,13.0,0.182
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,11.0,0.167
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,6.0,0.108
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.15,0.0,-0.001
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,0.0,0.0
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,0.01,0.0002
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,0.05,0.0007
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,0.1,0.0013
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,0.5,0.0059
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,1.0,0.0117
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,2.5,0.0261
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,4.0,0.0443
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,5.5,0.0577
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,7.0,0.0738
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,8.5,0.0847
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,10.0,0.101
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,11.0,0.107
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,12.0,0.116
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,13.0,0.125
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,13.0,0.125
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,11.0,0.105
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,9.0,0.0901
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,6.0,0.0627
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,0.0,0.0
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,0.01,-0.0001
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,0.05,0.0003
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,0.1,0.0008
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,0.5,0.005
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,1.0,0.0104
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,2.5,0.0256
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,4.0,0.041
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,5.5,0.0573
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,7.0,0.0722
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,8.49,0.0867
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,9.99,0.0992
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,11.0,0.108
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,12.0,0.117
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,13.0,0.123
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,13.0,0.123
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,11.0,0.11
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,6.0,0.0664
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",328.14,11.43,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",333.16,12.39,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",338.16,13.44,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",343.14,14.38,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",348.12,15.39,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",353.16,16.64,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",358.17,17.69,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",363.16,18.75,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",368.14,19.89,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",293.13,5.87,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.14,6.59,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",303.15,7.4,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",308.15,8.03,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.19,8.85,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",318.11,9.68,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.11,10.44,0.1022
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",293.17,12.43,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.17,13.88,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",303.19,15.42,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",308.19,17.1,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",313.15,18.86,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",318.12,20.74,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",323.15,22.69,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",328.12,24.66,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",333.18,26.86,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",338.12,29.09,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",343.13,31.37,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",348.15,33.78,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",353.16,36.29,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",358.16,38.84,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",363.16,41.5,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",368.22,44.18,0.1998
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",278.53,15.47,0.3035
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",283.61,17.42,0.3035
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",288.47,19.57,0.3035
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",293.5,21.92,0.3035
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",298.47,24.47,0.3035
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",303.4,27.22,0.3035
"[""C(CCC)[N+]1=CN(C=C1)C"", 0.5, ""F[B-](F)(F)F"", 0.5]",308.36,30.12,0.3035
